rank,team,teamName,organization,city,region,country,gradeLevel,eventSku,eventDate,combined,programming,driver,maxProgramming,maxDriver,eligible
548,71610A,Aftermath,Gordon Parks Academy ,Wichita,Kansas,United States,Middle School,RE-V5RC-25-2573,2025-11-22,33,15,18,15,18,false
549,38029B,ISA Robotics,INTERNATIONAL SCHOOL OF ARIZONA,Scottsdale,Arizona,United States,Middle School,RE-V5RC-25-0270,2025-11-15,33,15,18,15,18,false
550,4233R,Ritz Ratz,Scott County Middle School,Georgetown,Kentucky,United States,Middle School,RE-V5RC-25-2549,2025-11-22,33,15,18,15,18,false
551,40994D,Fire Phoenix,Dr. Phinnize J. Fisher Middle School,Greenville,South Carolina,United States,Middle School,RE-V5RC-25-0088,2025-11-08,33,15,18,15,20,false
552,38657X,PotayTech,Shrewsbury International School,Bangkok,,Thailand,Middle School,RE-V5RC-25-0588,2025-11-15,33,15,18,15,18,false
553,216C,Rust in Peace,Grandville Middle School,Grandville,Michigan,United States,Middle School,RE-V5RC-25-1441,2025-11-08,33,15,18,15,18,false
554,2242B,Hydra Robotics,Municipio de Salinas,Salinas,,Puerto Rico,Middle School,RE-V5RC-25-0269,2025-08-23,33,15,18,15,18,false
555,95070R,Redwood Robotics,Redwood PTA,Saratoga,California,United States,Middle School,RE-V5RC-25-0113,2025-10-12,33,15,18,15,18,false
556,25900B,Steel Steamrollers,ALLISON TRADITIONAL MAGNET MIDDLE,Wichita,Kansas,United States,Middle School,RE-V5RC-25-2573,2025-11-22,33,15,18,15,18,false
557,39702G,New Hope Robotics,New Hope Robotics,Columbus,Mississippi,United States,Middle School,RE-V5RC-25-1105,2025-11-08,33,5,28,5,28,false
558,45078C,The C Dynasty,ELLICOTT MIDDLE SCHOOL,Calhan,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,33,0,33,1,33,false
559,12410S,Land Phill,MOUNT BARKER HIGH SCHOOL,Mount Barker,South Australia,Australia,Middle School,RE-V5RC-25-1728,2025-11-10,33,0,33,0,33,false
560,74947Y,Fenix -Yeti,Ecole Secondaire Massey-Vanier,Cowansville,Quebec,Canada,Middle School,RE-V5RC-25-0104,2025-11-01,33,0,33,0,33,false
561,17002C,Shenzhen FLPS-3,Shenzhen Foreign Language Primary School,Shenzhen,Guangdong,China,Middle School,RE-V5RC-25-1913,2025-11-07,33,0,33,0,33,false
562,7899C,Rolling Robots ,Rolling Robots,Irvine,California,United States,Middle School,RE-V5RC-25-1249,2025-11-16,33,0,33,0,33,false
563,3590B,Hawaiian Kids,WAIALUA HIGH & INTERMEDIATE SCHOOL,Waialua,Hawaii,United States,Middle School,RE-V5RC-25-0950,2025-10-31,32,0,32,24,32,false
564,87422B,Error 404,JONES MIDDLE SCHOOL,Buford,Georgia,United States,Middle School,RE-V5RC-25-1373,2025-11-22,32,16,16,16,16,false
565,3145C,Cyberstorm,Triway Junior High School,Wooster,Ohio,United States,Middle School,RE-V5RC-25-9960,2025-11-14,32,15,17,15,17,false
566,4727C,Decepticons,BROOKSIDE INT,Friendswood,Texas,United States,Middle School,RE-V5RC-25-0205,2025-11-21,32,15,17,15,17,false
567,46131U,Ctrl U,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,32,15,17,15,17,false
568,8686E,Electric Athletes,SEVIER MIDDLE,Greenville,South Carolina,United States,Middle School,RE-V5RC-25-0796,2025-11-01,32,15,17,15,17,false
569,66722A,Code Crushers,Hartselle Junior High School,Hartselle,Alabama,United States,Middle School,RE-V5RC-25-2149,2025-11-19,32,15,17,15,17,false
570,3303F,Robolabs Flare,Robolabs Fremont,Dublin,California,United States,Middle School,RE-V5RC-25-1019,2025-10-04,32,15,17,15,17,false
571,7481D,Queen Bees,LEAGUE CITY INT,League City,Texas,United States,Middle School,RE-V5RC-25-2095,2025-10-07,32,15,17,15,17,false
572,82391C,Electric Mayhem,Troy Middle School,Troy,Missouri,United States,Middle School,RE-V5RC-25-0963,2025-10-18,32,15,17,15,18,false
573,12223S,Despicable Bots,Pembroke School,Kensington Gardens,South Australia,Australia,Middle School,RE-V5RC-25-1728,2025-11-10,32,15,17,15,17,false
574,31575H,The Geese,Traverse City Area Public Scho,Traverse City,Michigan,United States,Middle School,RE-V5RC-25-1606,2025-11-22,32,15,17,15,17,false
575,92014K,Robo Cats,Shores Robotics ,Redwood City,California,United States,Middle School,RE-V5RC-25-0054,2025-11-23,32,4,28,4,28,false
576,43010S,Force Analysis,Lebo Bafang,Changsha,Hunan,China,Middle School,RE-V5RC-25-3497,2025-11-07,32,2,30,2,30,false
577,8838A,Robohawks - Aurelia,ORCHARD HILLS,Irvine,California,United States,Middle School,RE-V5RC-25-1388,2025-10-25,32,1,31,1,31,false
578,45432R,Aardvark Assassins,Beavercreek Robotics Club,Beavercreek,Ohio,United States,Middle School,RE-V5RC-25-9959,2025-11-15,32,1,31,1,31,false
579,3676D,金融街培训中心,金融街培训中心,Beijing,Beijing,China,Middle School,RE-V5RC-25-0862,2025-08-22,32,0,32,0,32,false
580,8059E,Blank.,Anglo-Chinese School (Independent),Singapore,,Singapore,Middle School,RE-V5RC-25-0371,2025-11-01,32,0,32,0,32,false
581,11777E,Avalon,NAMPA CHRISTIAN SCHOOLS,Nampa,Idaho,United States,Middle School,RE-V5RC-25-0327,2025-11-07,32,0,32,0,32,false
582,93000A,Sweetwater Patriots A,SWEETWATER MIDDLE SCHOOL,Lawrenceville,Georgia,United States,Middle School,RE-V5RC-25-1373,2025-11-22,32,0,32,0,32,false
583,61526K,St. Therese Robotics,ST THERESE SCHOOL,Kansas City,Missouri,United States,Middle School,RE-V5RC-25-2182,2025-11-22,31,15,16,15,16,false
584,46131H,The Torque Awakens,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,31,15,16,15,16,false
585,33131A,Santa Sabina College,Santa Sabina College,Strathfield,New South Wales,Australia,Middle School,RE-V5RC-25-1876,2025-09-27,31,15,16,15,16,false
586,73805V,Mega Volts,GERMANTOWN MIDDLE SCHOOL,Madison,Mississippi,United States,Middle School,RE-V5RC-25-1105,2025-11-08,31,15,16,15,26,false
587,13002A,The Muffin Men,GRANDVILLE MIDDLE SCHOOL,Grandville,Michigan,United States,Middle School,RE-V5RC-25-1441,2025-11-08,31,15,16,15,16,false
588,71300M,Error 404,Lied Middle School,Las Vegas,Nevada,United States,Middle School,RE-V5RC-25-1270,2025-11-15,31,15,16,15,16,false
589,16859C,VOID VANGUARDS :),LAKEWAY CHRISTIAN ACADEMY,White Pine,Tennessee,United States,Middle School,RE-V5RC-25-0432,2025-11-08,31,15,16,15,25,false
590,3946N,Nexus,Kent Denver School,Englewood,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,31,15,16,15,24,false
591,1262B,OPS - Vortex,Bluestem Middle School,Omaha,Nebraska,United States,Middle School,RE-V5RC-25-0046,2025-11-15,31,15,16,15,22,false
592,8686F,Peculiar Frogs,SEVIER MIDDLE,Greenville,South Carolina,United States,Middle School,RE-V5RC-25-0501,2025-10-25,31,15,16,15,16,false
593,283S,Sugar and Spice,WHITE PINE HIGH SCHOOL,Ely,Nevada,United States,Middle School,RE-V5RC-25-0581,2025-11-08,31,15,16,15,16,false
594,8609B,Titanious ,Lorain Titans Robotics - Middle School,Lorain,Ohio,United States,Middle School,RE-V5RC-25-9960,2025-11-14,31,15,16,15,16,false
595,1262A,OPS - 6 7 Braincells,Bluestem Middle School,Omaha,Nebraska,United States,Middle School,RE-V5RC-25-0046,2025-11-15,31,15,16,15,16,false
596,23083G,GOAT,臺北市私立薇閣高級中學,台北市,,Taiwan,Middle School,RE-V5RC-25-0320,2025-10-25,31,8,23,8,23,false
597,56666E,56666E,Jiangnan Shuidu,Fuzhou,Fujian,China,Middle School,RE-V5RC-25-1177,2025-09-26,31,7,24,7,24,false
598,18186X,QZ-X,Guangzhou No.7 Middle School,Guangzhou,Guangdong,China,Middle School,RE-V5RC-25-1913,2025-11-07,31,4,27,4,27,false
599,52140B,Wolf,Shanghai Wenlai Middle School,上海,Shanghai,China,Middle School,RE-V5RC-25-0373,2025-07-17,31,2,29,2,29,false
600,8973A,Jiangsu Road No.5 Primary school Team A,Jiangsu Road No.5 Primary school,shanghai,Shanghai,China,Middle School,RE-V5RC-25-0862,2025-08-22,31,2,29,2,29,false
601,72801D,Innovative Dollar,RUSSELLVILLE JR. HIGH SCHOOL,Russellville,Arkansas,United States,Middle School,RE-V5RC-25-2000,2025-11-08,31,1,30,1,30,false
602,89089Y,Muffin,Pacific American School--Middle School,"Zhubei City, Hsinchu County",,Taiwan,Middle School,RE-V5RC-25-0320,2025-10-25,31,0,31,0,31,false
603,28466T,Those Guys,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,31,0,31,0,31,false
604,96140B,Gilmore Gears,WOODCREST SCHOOL,Tarzana,California,United States,Middle School,RE-V5RC-25-0343,2025-11-08,31,0,31,0,31,false
605,3298A,SUIS WanYuan Campus,ShangHai United International School WanYuan Campus,shanghai,Shanghai,China,Middle School,RE-V5RC-25-0862,2025-08-22,31,0,31,0,31,false
606,10836X,Swift Eagles,Robostorm,Vancouver,British Columbia,Canada,Middle School,RE-V5RC-25-2572,2025-10-12,31,0,31,0,31,false
607,31389B,Clank,SANTAN JUNIOR HIGH SCHOOL,Chandler,Arizona,United States,Middle School,RE-V5RC-25-0270,2025-11-15,31,0,31,0,31,false
608,16689Z,Dracobots/Zenith Star,Dracobots,Portland,Oregon,United States,Middle School,RE-V5RC-25-9942,2025-11-22,31,0,31,0,31,false
609,37250C,Doral Academy,DORAL ACADEMY NORTHERN NEVADA,Reno,Nevada,United States,Middle School,RE-V5RC-25-2432,2025-11-22,31,0,31,0,31,false
610,99263V,STS一万伏特,STS一万伏特,深圳市,Guangdong,China,Middle School,RE-V5RC-25-3592,2025-11-21,31,0,31,0,31,false
611,4613E,The Phantom Mechanics,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
612,4613K,Axle Force,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
613,46131Y,Cookie Monster,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
614,31319Z,Mechanicz,COLEMAN MIDDLE SCHOOL,Wichita,Kansas,United States,Middle School,RE-V5RC-25-0580,2025-11-15,30,15,15,15,15,false
615,11850W,NLCS_Shockwave,North London Collegiate School,London,,United Kingdom,Middle School,RE-V5RC-25-9988,2025-11-22,30,15,15,15,15,false
616,31319C,Clockwork,COLEMAN MIDDLE SCHOOL,Wichita,Kansas,United States,Middle School,RE-V5RC-25-0580,2025-11-15,30,15,15,15,15,false
617,25918X,Tin Clanker,Christa Mcauliffe Academy,Wichita,Kansas,United States,Middle School,RE-V5RC-25-0144,2025-11-06,30,15,15,15,15,false
618,66722B,ERROR 404,Hartselle Junior High School,Hartselle,Alabama,United States,Middle School,RE-V5RC-25-2149,2025-11-19,30,15,15,15,15,false
619,66722C,Circuit Breakers,Hartselle Junior High School,Hartselle,Alabama,United States,Middle School,RE-V5RC-25-2149,2025-11-19,30,15,15,15,15,false
620,77360N,Onalaska77360N,ONALASKA JR/SR HIGH,Onalaska,Texas,United States,Middle School,RE-V5RC-25-0205,2025-11-21,30,15,15,15,15,false
621,44344S,Vortex,Mukilteo Robotics,Mukilteo,Washington,United States,Middle School,RE-V5RC-25-2122,2025-11-22,30,15,15,15,15,false
622,4727A,Platypus Punks,BROOKSIDE INT,Friendswood,Texas,United States,Middle School,RE-V5RC-25-0205,2025-11-21,30,15,15,15,15,false
623,31319B,The Empire Strikes Back,COLEMAN MIDDLE SCHOOL,Wichita,Kansas,United States,Middle School,RE-V5RC-25-0580,2025-11-15,30,15,15,15,16,false
624,938T,Blaze Robotics Qubits,Blaze Robotics Academy,Bellevue,Washington,United States,Middle School,RE-V5RC-25-0980,2025-11-12,30,15,15,15,15,false
625,65100A,Astronauts,"Pymble Ladies College, Sydney, Australia",Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-0679,2025-09-06,30,15,15,15,15,false
626,66722E,Lost Gears,Hartselle Junior High School,Hartselle,Alabama,United States,Middle School,RE-V5RC-25-2149,2025-11-19,30,15,15,15,15,false
627,1067A,OPS - Atoms Can't Touch,Nathan Hale Middle School,Omaha,Nebraska,United States,Middle School,RE-V5RC-25-0438,2025-10-25,30,15,15,15,19,false
628,46131S,Hackstreet boys,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
629,4613X,Ice Cream,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
630,65100E,lu guang,"Pymble Ladies College, Sydney, Australia",Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-0772,2025-08-31,30,15,15,15,15,false
631,4727B,Braincells,BROOKSIDE INT,Friendswood,Texas,United States,Middle School,RE-V5RC-25-0205,2025-11-21,30,15,15,15,15,false
632,35075X,[BHr] Latin Long Block,BELMONT HILL SCHOOL,Belmont,Massachusetts,United States,Middle School,RE-V5RC-25-9990,2025-11-23,30,15,15,15,15,false
633,79298H,HyperSonic,Altona Middle School,Longmont,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,30,15,15,15,15,false
634,17325D,Clankers,Glenwood Middle School,Findlay,Ohio,United States,Middle School,RE-V5RC-25-9960,2025-11-14,30,15,15,15,15,false
635,31775T,Robo Santa Ducks,ERIE MIDDLE SCHOOL,Erie,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,30,15,15,15,15,false
636,17325A,PANCAKES,Glenwood Middle School,Findlay,Ohio,United States,Middle School,RE-V5RC-25-9960,2025-11-14,30,15,15,15,15,false
637,7700X,Rolling Robots,Rolling Robots,Rolling Hills Estates,California,United States,Middle School,RE-V5RC-25-1388,2025-10-25,30,0,30,15,30,false
638,1831R,King's Team Romeo,The King's School,North Parramatta,New South Wales,Australia,Middle School,RE-V5RC-25-0741,2025-09-20,30,15,15,15,15,false
639,46131G,I love chocolate,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
640,46131X,VEX Unicorns,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
641,4613S,Mission Impasta,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,30,15,15,15,15,false
642,79298B,Breakthrough,Altona Middle School,Longmont,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,30,15,15,15,15,false
643,1247A,The Steampunk Pandas,WESTBROOK INT,Friendswood,Texas,United States,Middle School,RE-V5RC-25-2095,2025-10-07,30,15,15,15,15,false
644,71610B,THE Pink  Boys,GORDON PARKS ACADEMY,Wichita,Kansas,United States,Middle School,RE-V5RC-25-2573,2025-11-22,30,15,15,15,15,false
645,1067C,OPS- Negative IQ,Nathan Hale Middle School,Omaha,Nebraska,United States,Middle School,RE-V5RC-25-2882,2025-11-22,30,15,15,15,15,false
646,82777X,High Priority,Magikid Cupertino Robotics Lab,San Jose,California,United States,Middle School,RE-V5RC-25-1473,2025-11-15,30,0,30,4,30,false
647,8153A,The Mighty Masons,Hudsonville Robotics - Riley MS,Hudsonville,Michigan,United States,Middle School,RE-V5RC-25-2224,2025-11-15,30,4,26,4,26,false
648,2883A,Torque Overload,Torque Overload,Fremont,California,United States,Middle School,RE-V5RC-25-0123,2025-11-01,30,3,27,3,27,false
649,61187C,AR: Attention Span Zero,ALLENDALE MIDDLE SCHOOL,Allendale,Michigan,United States,Middle School,RE-V5RC-25-2283,2025-11-24,30,1,29,1,29,false
650,4413Z,WZ-Z,Guangzhou No.5 Middle School,Guangzhou,Guangdong,China,Middle School,RE-V5RC-25-1744,2025-10-03,30,1,29,1,29,false
651,4400X,RoboVoyagers,KAIMUKI MIDDLE SCHOOL,Honolulu,Hawaii,United States,Middle School,RE-V5RC-25-0675,2025-10-25,30,0,30,0,30,false
652,886A,WPRA,Western Pacific Robotics Academy,Richmond,British Columbia,Canada,Middle School,RE-V5RC-25-2572,2025-10-12,30,0,30,0,30,false
653,93333X,新哲文院机器人社团,新哲文院ROBOT CLUB,深圳,Guangdong,China,Middle School,RE-V5RC-25-3592,2025-11-21,30,0,30,0,30,false
654,1676A,北京市西城区青少年科学技术馆,北京市西城区青少年科学技术馆,北京,Beijing,China,Middle School,RE-V5RC-25-0641,2025-07-29,30,0,30,0,30,false
655,92808A,REAL STEEL,RIO BRAVO GREELEY,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,30,0,30,0,30,false
656,8566A,HZ.Robot Club,HZ.Robot Club,宁波,Zhejiang,China,Middle School,RE-V5RC-25-1748,2025-10-24,30,0,30,0,30,false
657,51566A,Rabid Raging Robots,GM Robotic Association,Allen,Texas,United States,Middle School,RE-V5RC-25-2542,2025-10-25,30,0,30,0,30,false
658,2036F,Robo-Jack,WILBUR MIDDLE SCHOOL,Wichita,Kansas,United States,Middle School,RE-V5RC-25-0144,2025-11-06,30,0,30,0,30,false
659,14273X,QongWolf,QongWolf Studio,Foshan,Guangdong,China,Middle School,RE-V5RC-25-1913,2025-11-07,30,0,30,0,30,false
660,17814D,D.R.O.I.D.,WESTON MIDDLE SCHOOL,Weston,Connecticut,United States,Middle School,RE-V5RC-25-0126,2025-11-08,30,0,30,0,30,false
661,1281U,Pull Forward - Radiant,Radiant Robotics,Arcadia,California,United States,Middle School,RE-V5RC-25-0343,2025-11-08,30,0,30,0,30,false
662,2989A,StarkTech V5,CodeLAB,Bangkok ,,Thailand,Middle School,RE-V5RC-25-0588,2025-11-15,30,0,30,0,30,false
663,81000B,Mechanical Minions,BAY CREEK MIDDLE SCHOOL,Grayson,Georgia,United States,Middle School,RE-V5RC-25-1373,2025-11-22,30,0,30,0,30,false
664,7784S,C-Bots Blue OX,CAVELERO MID HIGH SCHOOL,Lake Stevens,Washington,United States,Middle School,RE-V5RC-25-2122,2025-11-22,30,0,30,0,30,false
665,7756G,Branch of CJL MSch F,Branch of Beijing Chen Jinglun Middle School,Beijing,Beijing,China,Middle School,RE-V5RC-25-3092,2025-10-24,29,7,22,7,22,false
666,82999A,82999A,上海市青浦平和双语学校,中国上海,Shanghai,China,Middle School,RE-V5RC-25-0834,2025-08-14,29,1,28,5,28,false
667,10825A,SD-A,sidunxuetang,Foshan,Guangdong,China,Middle School,RE-V5RC-25-1177,2025-09-26,29,4,25,4,25,false
668,34012F,Crusaders,THOMAS JEFFERSON CHARTER,Caldwell,Idaho,United States,Middle School,RE-V5RC-25-2681,2025-10-20,29,2,27,2,27,false
669,99195B,Cosmic Electrons,Sujay Sanghavi,Austin,Texas,United States,Middle School,RE-V5RC-25-0876,2025-11-15,29,0,29,1,29,false
670,50009Y,LW-Y,Guangzhou Liwan Children's Palace,Guangzhou,Guangdong,China,Middle School,RE-V5RC-25-0373,2025-07-17,29,1,28,1,28,false
671,6047U,Pie are Squared,WESTVIEW MIDDLE SCHOOL,Longmont,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,29,1,28,1,28,false
672,8860B,The Loose Screwz,Hudsonville Robotics - Baldwin MS,Hudsonville,Michigan,United States,Middle School,RE-V5RC-25-2283,2025-11-24,29,0,29,0,29,false
673,18000K,Iron Patriots -,Sullivan East Middle School,Bluff City,Tennessee,United States,Middle School,RE-V5RC-25-0213,2025-10-25,29,0,29,0,29,false
674,88864A,Ape Party,BayBotics,Milpitas,California,United States,Middle School,RE-V5RC-25-0054,2025-11-23,29,0,29,0,29,false
675,75458Z,Supercalifragilisticexpialidocious Clankin Bananas,BLAND MIDDLE,Celeste,Texas,United States,Middle School,RE-V5RC-25-2014,2025-11-21,29,0,29,0,29,false
676,91666T,重庆市南开两江中学校,重庆市南开两江中学校,Chongqing,Chongqing,China,Middle School,RE-V5RC-25-1177,2025-09-26,29,0,29,0,29,false
677,30254A,30254A,上海新加坡外籍人员子女学校,上海,Shanghai,China,Middle School,RE-V5RC-25-1748,2025-10-24,29,0,29,0,29,false
678,29449C,Torque Titans,HAUT GAP MIDDLE,Johns Island,South Carolina,United States,Middle School,RE-V5RC-25-0045,2025-11-15,29,0,29,0,29,false
679,91625F,Brea Botcats Fried Chicken,Brea Junior High School,Brea,California,United States,Middle School,RE-V5RC-25-0771,2025-10-11,29,0,29,0,29,false
680,76412F,Chaos,HENRY SCOTT MIDDLE,Denison,Texas,United States,Middle School,RE-V5RC-25-0197,2025-11-22,29,0,29,0,29,false
681,23456A,23456A随机熠悠源,Fuzhou No. 20 Middle School Create Future Robot,Fuzhou,Fujian,China,Middle School,RE-V5RC-25-1744,2025-10-03,28,18,10,18,10,false
682,8609A,Chronus ,Lorain Titans Robotics - Middle School,Lorain,Ohio,United States,Middle School,RE-V5RC-25-9960,2025-11-14,28,15,13,15,13,false
683,10820W,AG Revators,WILLOW SPRINGS MIDDLE,Lucas,Texas,United States,Middle School,RE-V5RC-25-2014,2025-11-21,28,1,27,1,27,false
684,12350C,Celsius,LAKE RIDGE MIDDLE,Woodbridge,Virginia,United States,Middle School,RE-V5RC-25-9935,2025-10-25,28,0,28,0,28,false
685,40994B,Atomic Nuke,Dr. Phinnize J. Fisher Middle School,Greenville,South Carolina,United States,Middle School,RE-V5RC-25-0796,2025-11-01,28,0,28,0,28,false
686,38657K,Penguinators,Shrewsbury International School,Bangkok,,Thailand,Middle School,RE-V5RC-25-0371,2025-11-01,28,0,28,0,28,false
687,69414D,DynoMIGHT,ANNIE CAMP JR. HIGH SCHOOL,Jonesboro,Arkansas,United States,Middle School,RE-V5RC-25-1447,2025-11-08,27,21,6,21,6,false
688,3676B,金融街培训中心,金融街培训中心,北京,Beijing,China,Middle School,RE-V5RC-25-3592,2025-11-21,27,7,20,10,20,false
